Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month
GODREJCP,Yes,2023-08-31,2024-02-27,26.58%,No,8,2
GODREJCP,Yes,2023-09-04,2024-03-04,25.81%,No,9,3
GODREJCP,Yes,2023-10-09,2024-04-08,29.58%,No,10,4
GODREJCP,Yes,2023-11-01,2024-04-29,25.59%,No,11,4
GODREJPROP,Yes,2016-02-09,2016-08-08,27.92%,No,2,8
GODREJPROP,Yes,2016-03-01,2016-08-29,34.18%,No,3,8
GODREJPROP,Yes,2016-03-08,2016-09-06,27.56%,No,3,9
GODREJPROP,Yes,2016-10-17,2017-04-17,30.33%,No,10,4
GODREJPROP,Yes,2016-11-01,2017-05-02,38.69%,No,11,5
GODREJPROP,Yes,2016-12-01,2017-05-30,63.25%,No,12,5
GODREJPROP,Yes,2016-12-05,2017-06-05,78.87%,No,12,6
GODREJPROP,Yes,2017-01-02,2017-07-03,67.09%,No,1,7
GODREJPROP,Yes,2017-02-01,2017-07-31,49.72%,No,2,7
GODREJPROP,Yes,2017-04-03,2017-10-03,52.47%,No,4,10
GODREJPROP,Yes,2017-05-02,2017-10-30,32.94%,No,5,10
GODREJPROP,Yes,2017-05-05,2017-11-01,33.66%,No,5,11
GODREJPROP,Yes,2017-06-01,2017-11-28,46.29%,No,6,11
GODREJPROP,Yes,2017-06-05,2017-12-04,35.91%,No,6,12
GODREJPROP,Yes,2017-07-03,2018-01-01,34.28%,No,7,1
GODREJPROP,Yes,2017-08-01,2018-01-29,58.13%,No,8,1
GODREJPROP,Yes,2017-08-07,2018-02-05,54.80%,No,8,2
GODREJPROP,Yes,2017-09-01,2018-02-28,30.62%,No,9,2
GODREJPROP,Yes,2017-09-04,2018-03-05,27.89%,No,9,3
GODREJPROP,Yes,2018-11-01,2019-04-30,38.35%,No,11,4
GODREJPROP,Yes,2018-12-31,2019-07-01,67.96%,No,12,7
GODREJPROP,Yes,2019-04-01,2019-09-30,27.49%,No,4,9
GODREJPROP,Yes,2021-07-01,2021-12-28,33.91%,No,7,12
GRASIM,Yes,2016-01-04,2016-07-04,25.23%,No,1,7
GRASIM,Yes,2016-02-01,2016-08-01,45.07%,No,2,8
GRASIM,Yes,2016-03-01,2016-08-29,32.09%,No,3,8
GRASIM,Yes,2016-03-08,2016-09-06,33.22%,No,3,9
GRASIM,Yes,2016-04-01,2016-09-28,27.48%,No,4,9
GRASIM,Yes,2016-04-04,2016-10-03,27.14%,No,4,10
GRASIM,Yes,2016-11-03,2017-05-02,26.76%,No,11,5
GRASIM,Yes,2016-12-01,2017-05-30,29.73%,No,12,5
GRASIM,Yes,2016-12-05,2017-06-05,32.51%,No,12,6
GRASIM,Yes,2017-02-01,2017-07-31,47.04%,No,2,7
GRASIM,Yes,2017-05-02,2017-10-30,34.78%,No,5,10
GRASIM,Yes,2017-05-05,2017-11-01,35.70%,No,5,11
GRASIM,Yes,2017-06-01,2017-11-28,33.41%,No,6,11
GRASIM,Yes,2017-06-05,2017-12-04,27.51%,No,6,12
GRASIM,Yes,2017-07-14,2018-01-10,26.03%,No,7,1
GRASIM,Yes,2021-01-01,2021-06-30,60.57%,No,1,6
GRASIM,Yes,2022-07-01,2022-12-28,30.90%,No,7,12
GRASIM,Yes,2023-10-26,2024-04-23,28.66%,No,10,4
GRASIM,Yes,2023-11-01,2024-04-29,28.23%,No,11,4
HAL,Yes,2019-05-16,2019-11-13,26.17%,No,5,11
HAL,Yes,2021-03-01,2021-08-30,30.79%,No,3,8
HAL,Yes,2021-03-05,2021-09-01,28.07%,No,3,9
HAL,Yes,2021-04-01,2021-09-28,30.02%,No,4,9
HAL,Yes,2021-04-05,2021-10-04,34.57%,No,4,10
HAL,Yes,2021-06-01,2021-11-29,27.17%,No,6,11
HAL,Yes,2021-06-14,2021-12-13,25.97%,No,6,12
HAL,Yes,2021-07-19,2022-01-17,30.43%,No,7,1
HAL,Yes,2021-08-02,2022-01-31,32.85%,No,8,1
HAL,Yes,2021-08-05,2022-02-01,35.00%,No,8,2
HAL,Yes,2021-10-11,2022-04-11,26.75%,No,10,4
HAL,Yes,2021-11-22,2022-05-23,37.29%,No,11,5
HAL,Yes,2021-12-01,2022-05-30,41.89%,No,12,5
HAL,Yes,2021-12-03,2022-06-01,48.88%,No,12,6
HAL,Yes,2022-01-03,2022-07-04,46.79%,No,1,7
HAL,Yes,2022-01-31,2022-08-01,43.29%,No,1,8
HAL,Yes,2022-02-01,2022-08-01,43.48%,No,2,8
HAL,Yes,2022-05-02,2022-10-31,61.31%,No,5,10
HAL,Yes,2022-07-01,2022-12-28,47.16%,No,7,12
HAL,Yes,2023-02-01,2023-07-31,68.76%,No,2,7
HAL,Yes,2023-09-01,2024-02-28,57.69%,No,9,2
HAL,Yes,2023-09-04,2024-03-04,63.30%,No,9,3
HAL,Yes,2023-11-01,2024-04-29,122.04%,No,11,4
HAVELLS,Yes,2015-11-30,2016-05-30,31.69%,No,11,5
HAVELLS,Yes,2015-12-01,2016-05-30,27.67%,No,12,5
HAVELLS,Yes,2015-12-09,2016-06-06,28.50%,No,12,6
HAVELLS,Yes,2016-01-07,2016-07-05,27.09%,No,1,7
HAVELLS,Yes,2016-02-01,2016-08-01,35.41%,No,2,8
HAVELLS,Yes,2016-03-01,2016-08-29,47.06%,No,3,8
HAVELLS,Yes,2016-03-08,2016-09-06,52.69%,No,3,9
HAVELLS,Yes,2016-04-01,2016-09-28,34.97%,No,4,9
HAVELLS,Yes,2016-04-04,2016-10-03,36.68%,No,4,10
HAVELLS,Yes,2017-07-27,2018-01-23,26.56%,No,7,1
HAVELLS,Yes,2018-05-18,2018-11-14,29.50%,No,5,11
HAVELLS,Yes,2018-06-04,2018-12-03,29.94%,No,6,12
HAVELLS,Yes,2018-07-02,2018-12-31,30.76%,No,7,12
HAVELLS,Yes,2018-09-28,2019-03-27,26.04%,No,9,3
HAVELLS,Yes,2018-10-01,2019-04-01,30.33%,No,10,4
HAVELLS,Yes,2021-06-01,2021-11-29,29.96%,No,6,11
HAVELLS,Yes,2023-11-01,2024-04-29,32.84%,No,11,4
HAVELLS,Yes,2024-02-01,2024-07-30,38.57%,No,2,7
HCLTECH,Yes,2017-10-27,2018-04-25,25.55%,No,10,4
HCLTECH,Yes,2017-11-01,2018-04-30,25.48%,No,11,4
HCLTECH,Yes,2021-02-22,2021-08-23,29.41%,No,2,8
HCLTECH,Yes,2021-03-01,2021-08-30,28.02%,No,3,8
HCLTECH,Yes,2021-03-05,2021-09-01,26.64%,No,3,9
HCLTECH,Yes,2021-04-01,2021-09-28,29.58%,No,4,9
HCLTECH,Yes,2021-04-05,2021-10-04,26.66%,No,4,10
HCLTECH,Yes,2021-05-03,2021-11-01,32.88%,No,5,11
HCLTECH,Yes,2021-06-04,2021-12-01,25.27%,No,6,12
HCLTECH,Yes,2021-07-01,2021-12-28,32.14%,No,7,12
HCLTECH,Yes,2021-07-05,2022-01-03,37.29%,No,7,1
HCLTECH,Yes,2023-08-01,2024-01-29,40.70%,No,8,1
HCLTECH,Yes,2023-08-07,2024-02-05,37.50%,No,8,2
HCLTECH,Yes,2023-09-01,2024-02-28,41.72%,No,9,2
HCLTECH,Yes,2023-09-04,2024-03-04,35.20%,No,9,3
HCLTECH,Yes,2024-05-02,2024-10-29,41.39%,No,5,10
HDFCAMC,Yes,2018-12-24,2019-06-24,30.54%,No,12,6
HDFCAMC,Yes,2018-12-31,2019-07-01,39.41%,No,12,7
HDFCAMC,Yes,2019-01-01,2019-07-01,38.54%,No,1,7
HDFCAMC,Yes,2019-02-01,2019-07-31,60.10%,No,2,7
HDFCAMC,Yes,2019-02-04,2019-08-05,54.18%,No,2,8
HDFCAMC,Yes,2019-03-01,2019-08-28,72.56%,No,3,8
HDFCAMC,Yes,2019-03-05,2019-09-03,82.59%,No,3,9
HDFCAMC,Yes,2019-04-01,2019-09-30,81.13%,No,4,9
HDFCAMC,Yes,2019-04-04,2019-10-01,77.20%,No,4,10
HDFCAMC,Yes,2019-05-02,2019-10-29,78.51%,No,5,10
HDFCAMC,Yes,2019-05-06,2019-11-04,80.92%,No,5,11
HDFCAMC,Yes,2019-06-03,2019-12-02,91.84%,No,6,12
HDFCAMC,Yes,2019-07-01,2019-12-30,56.31%,No,7,12
HDFCAMC,Yes,2023-06-01,2023-11-28,52.30%,No,6,11
HDFCAMC,Yes,2023-07-03,2024-01-01,40.94%,No,7,1
HDFCAMC,Yes,2023-08-01,2024-01-29,37.31%,No,8,1
HDFCAMC,Yes,2023-08-07,2024-02-05,45.18%,No,8,2
HDFCAMC,Yes,2023-09-01,2024-02-28,57.81%,No,9,2
HDFCAMC,Yes,2023-09-04,2024-03-04,57.23%,No,9,3
HDFCAMC,Yes,2023-10-03,2024-04-01,42.24%,No,10,4
HDFCAMC,Yes,2023-11-01,2024-04-29,38.48%,No,11,4
HDFCAMC,Yes,2023-11-03,2024-05-02,42.94%,No,11,5
HDFCAMC,Yes,2023-12-01,2024-05-29,32.97%,No,12,5
HDFCAMC,Yes,2025-01-01,2025-06-30,27.07%,No,1,6
HDFCBANK,Yes,2016-02-11,2016-08-09,28.93%,No,2,8
HDFCBANK,Yes,2016-03-01,2016-08-29,26.84%,No,3,8
HDFCBANK,Yes,2016-03-08,2016-09-06,29.28%,No,3,9
HDFCBANK,Yes,2016-11-17,2017-05-16,26.78%,No,11,5
HDFCBANK,Yes,2016-12-01,2017-05-30,36.07%,No,12,5
HDFCBANK,Yes,2016-12-05,2017-06-05,36.71%,No,12,6
HDFCBANK,Yes,2017-01-02,2017-07-03,39.47%,No,1,7
HDFCBANK,Yes,2017-02-01,2017-07-31,37.57%,No,2,7
HDFCBANK,Yes,2017-04-03,2017-10-03,27.05%,No,4,10
HDFCBANK,Yes,2022-05-19,2022-11-15,25.79%,No,5,11
HDFCBANK,Yes,2022-06-14,2022-12-12,25.29%,No,6,12
HDFCLIFE,Yes,2017-11-17,2018-05-16,44.90%,No,11,5
HDFCLIFE,Yes,2017-12-01,2018-05-30,34.94%,No,12,5
HDFCLIFE,Yes,2017-12-04,2018-06-04,31.07%,No,12,6
HDFCLIFE,Yes,2019-01-14,2019-07-15,25.82%,No,1,7
HDFCLIFE,Yes,2019-02-01,2019-07-31,32.03%,No,2,7
HDFCLIFE,Yes,2019-02-04,2019-08-05,30.07%,No,2,8
HDFCLIFE,Yes,2019-03-01,2019-08-28,51.58%,No,3,8
HDFCLIFE,Yes,2019-03-05,2019-09-03,43.28%,No,3,9
HDFCLIFE,Yes,2019-04-01,2019-09-30,56.61%,No,4,9
HDFCLIFE,Yes,2019-04-04,2019-10-01,58.13%,No,4,10
HDFCLIFE,Yes,2019-05-02,2019-10-29,46.39%,No,5,10
HDFCLIFE,Yes,2019-05-06,2019-11-04,44.32%,No,5,11
HDFCLIFE,Yes,2019-06-03,2019-12-02,28.24%,No,6,12
HDFCLIFE,Yes,2019-07-01,2019-12-30,35.50%,No,7,12
HDFCLIFE,Yes,2025-01-01,2025-06-30,32.30%,No,1,6
HEROMOTOCO,Yes,2015-12-11,2016-06-08,27.34%,No,12,6
HEROMOTOCO,Yes,2016-01-07,2016-07-05,25.22%,No,1,7
HEROMOTOCO,Yes,2016-02-01,2016-08-01,28.61%,No,2,8
HEROMOTOCO,Yes,2016-03-01,2016-08-29,29.76%,No,3,8
HEROMOTOCO,Yes,2016-03-08,2016-09-06,30.50%,No,3,9
HEROMOTOCO,Yes,2016-11-17,2017-05-16,27.94%,No,11,5
HEROMOTOCO,Yes,2023-04-03,2023-10-03,25.44%,No,4,10
HEROMOTOCO,Yes,2023-05-02,2023-10-30,26.02%,No,5,10
HEROMOTOCO,Yes,2023-05-22,2023-11-20,25.70%,No,5,11
HEROMOTOCO,Yes,2023-06-01,2023-11-28,30.79%,No,6,11
HEROMOTOCO,Yes,2023-06-05,2023-12-04,33.76%,No,6,12
HEROMOTOCO,Yes,2023-07-03,2024-01-01,43.68%,No,7,1
HEROMOTOCO,Yes,2023-08-01,2024-01-29,48.08%,No,8,1
HEROMOTOCO,Yes,2023-08-07,2024-02-05,60.68%,No,8,2
HEROMOTOCO,Yes,2023-09-01,2024-02-28,52.73%,No,9,2
HEROMOTOCO,Yes,2023-09-04,2024-03-04,60.14%,No,9,3
HEROMOTOCO,Yes,2023-10-03,2024-04-01,58.62%,No,10,4
HEROMOTOCO,Yes,2023-11-01,2024-04-29,47.31%,No,11,4
HEROMOTOCO,Yes,2023-12-01,2024-05-29,39.80%,No,12,5
HEROMOTOCO,Yes,2024-04-02,2024-09-30,26.17%,No,4,9
HINDALCO,Yes,2015-11-30,2016-05-30,33.61%,No,11,5
HINDALCO,Yes,2015-12-01,2016-05-30,29.42%,No,12,5
HINDALCO,Yes,2015-12-04,2016-06-01,30.42%,No,12,6
HINDALCO,Yes,2016-01-01,2016-06-29,41.28%,No,1,6
HINDALCO,Yes,2016-01-04,2016-07-04,55.98%,No,1,7
HINDALCO,Yes,2016-02-01,2016-08-01,92.12%,No,2,8
HINDALCO,Yes,2016-03-01,2016-08-29,125.34%,No,3,8
HINDALCO,Yes,2016-03-08,2016-09-06,91.84%,No,3,9
HINDALCO,Yes,2016-04-01,2016-09-28,82.23%,No,4,9
HINDALCO,Yes,2016-04-04,2016-10-03,74.06%,No,4,10
HINDALCO,Yes,2016-05-02,2016-11-01,60.12%,No,5,11
HINDALCO,Yes,2016-06-01,2016-11-28,74.39%,No,6,11
HINDALCO,Yes,2016-06-06,2016-12-05,64.36%,No,6,12
HINDALCO,Yes,2016-07-04,2017-01-02,26.93%,No,7,1
HINDALCO,Yes,2016-08-01,2017-01-30,41.09%,No,8,1
HINDALCO,Yes,2016-08-05,2017-02-01,39.26%,No,8,2
HINDALCO,Yes,2016-09-06,2017-03-06,25.90%,No,9,3
HINDALCO,Yes,2016-10-03,2017-04-03,25.63%,No,10,4
HINDALCO,Yes,2017-05-02,2017-10-30,37.05%,No,5,10
HINDALCO,Yes,2021-09-01,2022-02-28,25.25%,No,9,2
HINDALCO,Yes,2022-07-01,2022-12-28,37.83%,No,7,12
HINDALCO,Yes,2023-11-01,2024-04-29,40.49%,No,11,4
HINDPETRO,Yes,2016-01-18,2016-07-18,32.28%,No,1,7
HINDPETRO,Yes,2016-02-01,2016-08-01,63.39%,No,2,8
HINDPETRO,Yes,2016-03-01,2016-08-29,67.78%,No,3,8
HINDPETRO,Yes,2016-03-08,2016-09-06,70.59%,No,3,9
HINDPETRO,Yes,2016-04-01,2016-09-28,63.62%,No,4,9
HINDPETRO,Yes,2016-04-04,2016-10-03,66.21%,No,4,10
HINDPETRO,Yes,2016-05-02,2016-11-01,67.94%,No,5,11
HINDPETRO,Yes,2016-06-01,2016-11-28,61.32%,No,6,11
HINDPETRO,Yes,2016-06-06,2016-12-05,42.37%,No,6,12
HINDPETRO,Yes,2016-07-04,2017-01-02,32.06%,No,7,1
HINDPETRO,Yes,2016-08-02,2017-01-30,27.53%,No,8,1
HINDPETRO,Yes,2016-08-05,2017-02-01,28.53%,No,8,2
HINDPETRO,Yes,2016-09-01,2017-02-28,33.28%,No,9,2
HINDPETRO,Yes,2016-09-02,2017-03-01,31.82%,No,9,3
HINDPETRO,Yes,2016-10-03,2017-04-03,26.70%,No,10,4
HINDPETRO,Yes,2016-11-01,2017-05-02,25.61%,No,11,5
HINDPETRO,Yes,2016-12-01,2017-05-30,30.97%,No,12,5
HINDPETRO,Yes,2016-12-05,2017-06-05,32.60%,No,12,6
HINDPETRO,Yes,2017-05-03,2017-10-30,28.95%,No,5,10
HINDPETRO,Yes,2018-11-01,2019-04-30,30.53%,No,11,4
HINDPETRO,Yes,2021-01-01,2021-06-30,32.52%,No,1,6
HINDPETRO,Yes,2024-02-01,2024-07-30,31.11%,No,2,7
HINDPETRO,Yes,2024-07-01,2024-12-30,26.05%,No,7,12
HINDUNILVR,Yes,2016-11-18,2017-05-17,25.73%,No,11,5
HINDUNILVR,Yes,2016-12-01,2017-05-30,26.47%,No,12,5
HINDUNILVR,Yes,2016-12-05,2017-06-05,29.93%,No,12,6
HINDUNILVR,Yes,2017-01-02,2017-07-03,34.20%,No,1,7
HINDUNILVR,Yes,2017-02-01,2017-07-31,36.54%,No,2,7
HINDUNILVR,Yes,2017-02-02,2017-08-01,40.13%,No,2,8
HINDUNILVR,Yes,2017-03-01,2017-08-28,38.26%,No,3,8
HINDUNILVR,Yes,2017-03-06,2017-09-04,38.35%,No,3,9
HINDUNILVR,Yes,2017-04-03,2017-10-03,30.02%,No,4,10
HINDUNILVR,Yes,2017-05-02,2017-10-30,34.18%,No,5,10
HINDUNILVR,Yes,2017-05-05,2017-11-01,33.93%,No,5,11
HINDUNILVR,Yes,2017-06-30,2017-12-27,26.09%,No,6,12
HINDUNILVR,Yes,2017-07-10,2018-01-08,25.64%,No,7,1
HINDUNILVR,Yes,2022-04-01,2022-09-28,31.17%,No,4,9
HINDZINC,Yes,2015-11-30,2016-05-30,37.64%,No,11,5
HINDZINC,Yes,2015-12-01,2016-05-30,34.55%,No,12,5
HINDZINC,Yes,2015-12-04,2016-06-01,31.53%,No,12,6
HINDZINC,Yes,2016-01-01,2016-06-29,36.21%,No,1,6
HINDZINC,Yes,2016-01-04,2016-07-04,46.31%,No,1,7
HINDZINC,Yes,2016-02-01,2016-08-01,51.78%,No,2,8
HINDZINC,Yes,2016-03-01,2016-08-29,59.87%,No,3,8
HINDZINC,Yes,2016-03-08,2016-09-06,51.50%,No,3,9
HINDZINC,Yes,2016-04-01,2016-09-28,43.15%,No,4,9
HINDZINC,Yes,2016-04-04,2016-10-03,55.14%,No,4,10
HINDZINC,Yes,2016-05-02,2016-11-01,56.23%,No,5,11
HINDZINC,Yes,2016-06-01,2016-11-28,69.70%,No,6,11
HINDZINC,Yes,2016-06-06,2016-12-05,63.11%,No,6,12
HINDZINC,Yes,2016-07-01,2016-12-28,41.83%,No,7,12
HINDZINC,Yes,2016-07-04,2017-01-02,41.34%,No,7,1
HINDZINC,Yes,2016-08-01,2017-01-30,42.89%,No,8,1
HINDZINC,Yes,2016-08-05,2017-02-01,41.31%,No,8,2
HINDZINC,Yes,2016-09-01,2017-02-28,37.54%,No,9,2
HINDZINC,Yes,2016-09-02,2017-03-01,40.87%,No,9,3
HINDZINC,Yes,2016-10-03,2017-04-03,26.05%,No,10,4
HINDZINC,Yes,2022-10-31,2023-05-02,31.74%,No,10,5
HINDZINC,Yes,2023-11-01,2024-04-29,47.77%,No,11,4
HINDZINC,Yes,2024-02-01,2024-07-30,105.88%,No,2,7
HINDZINC,Yes,2024-05-02,2024-10-29,34.43%,No,5,10
HUDCO,Yes,2021-01-01,2021-06-30,31.18%,No,1,6
HUDCO,Yes,2021-01-04,2021-07-05,31.34%,No,1,7
HUDCO,Yes,2022-02-24,2022-08-23,26.11%,No,2,8
HUDCO,Yes,2022-03-04,2022-09-01,25.28%,No,3,9
HUDCO,Yes,2022-05-09,2022-11-07,34.66%,No,5,11
HUDCO,Yes,2022-06-01,2022-11-28,47.71%,No,6,11
HUDCO,Yes,2022-06-06,2022-12-05,58.44%,No,6,12
HUDCO,Yes,2022-07-01,2022-12-28,58.63%,No,7,12
HUDCO,Yes,2022-07-04,2023-01-02,63.68%,No,7,1
HUDCO,Yes,2022-08-01,2023-01-30,34.09%,No,8,1
HUDCO,Yes,2022-08-05,2023-02-01,34.45%,No,8,2
HUDCO,Yes,2022-09-23,2023-03-22,25.33%,No,9,3
HUDCO,Yes,2022-10-03,2023-04-03,28.33%,No,10,4
HUDCO,Yes,2022-10-31,2023-05-02,45.15%,No,10,5
HUDCO,Yes,2022-11-01,2023-05-02,44.16%,No,11,5
HUDCO,Yes,2022-12-09,2023-06-07,26.45%,No,12,6
HUDCO,Yes,2023-02-01,2023-07-31,39.24%,No,2,7
HUDCO,Yes,2023-03-01,2023-08-28,62.84%,No,3,8
HUDCO,Yes,2023-04-03,2023-10-03,109.76%,No,4,10
HUDCO,Yes,2023-05-02,2023-10-30,50.66%,No,5,10
HUDCO,Yes,2023-09-01,2024-02-28,160.86%,No,9,2
HUDCO,Yes,2023-11-01,2024-04-29,210.71%,No,11,4
HUDCO,Yes,2023-12-01,2024-05-29,208.96%,No,12,5
HYUNDAI,Yes,2025-01-22,2025-07-21,25.30%,No,1,7
HYUNDAI,Yes,2025-02-14,2025-08-13,25.59%,No,2,8
HYUNDAI,Yes,2025-03-03,2025-09-01,46.25%,No,3,9
HYUNDAI,Yes,2025-04-01,2025-09-29,56.62%,No,4,9
HYUNDAI,Yes,2025-04-04,2025-10-01,56.30%,No,4,10
HYUNDAI,Yes,2025-05-02,2025-10-29,39.16%,No,5,10
HYUNDAI,Yes,2025-05-05,2025-11-03,41.82%,No,5,11
ICICIBANK,Yes,2016-02-11,2016-08-09,25.67%,No,2,8
ICICIBANK,Yes,2016-03-08,2016-09-06,28.34%,No,3,9
ICICIBANK,Yes,2016-05-03,2016-11-01,27.10%,No,5,11
ICICIBANK,Yes,2016-12-02,2017-05-31,25.80%,No,12,5
ICICIBANK,Yes,2016-12-20,2017-06-19,27.42%,No,12,6
ICICIBANK,Yes,2017-01-02,2017-07-03,27.63%,No,1,7
ICICIBANK,Yes,2018-05-02,2018-10-29,26.75%,No,5,10
ICICIBANK,Yes,2018-06-05,2018-12-03,25.69%,No,6,12
ICICIBANK,Yes,2018-07-02,2018-12-31,30.41%,No,7,12
ICICIBANK,Yes,2018-07-05,2019-01-01,34.55%,No,7,1
ICICIBANK,Yes,2018-09-27,2019-03-26,28.52%,No,9,3
ICICIBANK,Yes,2018-10-01,2019-04-01,26.83%,No,10,4
ICICIBANK,Yes,2021-04-12,2021-10-11,32.84%,No,4,10
ICICIBANK,Yes,2022-03-03,2022-08-30,27.83%,No,3,8
ICICIBANK,Yes,2022-06-01,2022-11-28,25.29%,No,6,11
ICICIBANK,Yes,2023-11-01,2024-04-29,26.92%,No,11,4
ICICIGI,Yes,2018-06-15,2018-12-12,28.19%,No,6,12
ICICIGI,Yes,2018-10-01,2019-04-01,29.13%,No,10,4
ICICIGI,Yes,2018-11-01,2019-04-30,28.52%,No,11,4
ICICIGI,Yes,2018-11-02,2019-05-02,31.53%,No,11,5
ICICIGI,Yes,2018-12-03,2019-06-03,42.20%,No,12,6
ICICIGI,Yes,2018-12-31,2019-07-01,28.05%,No,12,7
ICICIGI,Yes,2019-01-01,2019-07-01,26.76%,No,1,7
ICICIGI,Yes,2019-02-01,2019-07-31,37.61%,No,2,7
ICICIGI,Yes,2019-02-04,2019-08-05,30.74%,No,2,8
ICICIGI,Yes,2019-03-01,2019-08-28,31.94%,No,3,8
ICICIGI,Yes,2019-03-07,2019-09-03,25.43%,No,3,9
ICICIGI,Yes,2019-05-03,2019-10-30,26.00%,No,5,10
ICICIGI,Yes,2019-05-06,2019-11-04,25.63%,No,5,11
ICICIGI,Yes,2019-07-01,2019-12-30,25.99%,No,7,12
ICICIGI,Yes,2023-04-20,2023-10-17,26.97%,No,4,10
ICICIGI,Yes,2023-08-29,2024-02-26,25.39%,No,8,2
ICICIGI,Yes,2023-09-01,2024-02-28,29.04%,No,9,2
ICICIGI,Yes,2023-09-25,2024-03-26,25.72%,No,9,3
ICICIGI,Yes,2024-04-01,2024-09-30,28.54%,No,4,9
IDEA,Yes,2016-09-01,2017-02-28,39.48%,No,9,2
IDEA,Yes,2016-09-02,2017-03-01,35.06%,No,9,3
IDEA,Yes,2016-11-11,2017-05-10,29.66%,No,11,5
IDEA,Yes,2017-01-16,2017-07-17,27.18%,No,1,7
IDEA,Yes,2017-05-24,2017-11-20,28.30%,No,5,11
IDEA,Yes,2017-06-27,2017-12-26,25.57%,No,6,12
IDEA,Yes,2017-07-05,2018-01-01,25.19%,No,7,1
IDEA,Yes,2021-04-19,2021-10-18,25.44%,No,4,10
IDEA,Yes,2021-06-01,2021-11-29,31.76%,No,6,11
IDEA,Yes,2021-07-01,2021-12-28,51.93%,No,7,12
IDEA,Yes,2021-08-02,2022-01-31,29.09%,No,8,1
IDEA,Yes,2021-08-05,2022-02-01,79.83%,No,8,2
IDEA,Yes,2023-02-27,2023-08-28,34.33%,No,2,8
IDEA,Yes,2023-03-01,2023-08-28,30.43%,No,3,8
IDEA,Yes,2023-03-06,2023-09-04,43.88%,No,3,9
IDEA,Yes,2023-05-02,2023-10-30,68.84%,No,5,10
IDEA,Yes,2023-10-26,2024-04-23,33.95%,No,10,4
IDEA,Yes,2023-12-20,2024-06-18,28.63%,No,12,6
IDFCFIRSTB,Yes,2016-03-09,2016-09-06,26.76%,No,3,9
IDFCFIRSTB,Yes,2016-04-01,2016-09-28,66.82%,No,4,9
IDFCFIRSTB,Yes,2016-04-04,2016-10-03,57.05%,No,4,10
IDFCFIRSTB,Yes,2016-05-02,2016-11-01,65.12%,No,5,11
IDFCFIRSTB,Yes,2016-06-01,2016-11-28,46.49%,No,6,11
IDFCFIRSTB,Yes,2016-06-06,2016-12-05,44.18%,No,6,12
IDFCFIRSTB,Yes,2016-07-01,2016-12-28,32.06%,No,7,12
IDFCFIRSTB,Yes,2016-07-04,2017-01-02,31.81%,No,7,1
IDFCFIRSTB,Yes,2016-08-03,2017-01-30,28.08%,No,8,1
IDFCFIRSTB,Yes,2018-09-21,2019-03-20,29.26%,No,9,3
IDFCFIRSTB,Yes,2018-10-01,2019-04-01,49.67%,No,10,4
IDFCFIRSTB,Yes,2018-11-01,2019-04-30,42.31%,No,11,4
IDFCFIRSTB,Yes,2018-11-02,2019-05-02,41.85%,No,11,5
IDFCFIRSTB,Yes,2021-01-01,2021-06-30,44.92%,No,1,6
IDFCFIRSTB,Yes,2021-01-04,2021-07-05,41.06%,No,1,7
IDFCFIRSTB,Yes,2022-05-02,2022-10-31,44.40%,No,5,10
IDFCFIRSTB,Yes,2022-08-05,2023-02-01,30.18%,No,8,2
IDFCFIRSTB,Yes,2022-12-09,2023-06-07,25.60%,No,12,6
IDFCFIRSTB,Yes,2023-02-01,2023-07-31,54.34%,No,2,7
IDFCFIRSTB,Yes,2023-02-02,2023-08-01,48.49%,No,2,8
IDFCFIRSTB,Yes,2023-03-01,2023-08-28,63.46%,No,3,8
IGL,Yes,2015-12-09,2016-06-06,25.02%,No,12,6
IGL,Yes,2016-02-08,2016-08-08,26.27%,No,2,8
IGL,Yes,2016-03-01,2016-08-29,43.49%,No,3,8
IGL,Yes,2016-03-08,2016-09-06,51.63%,No,3,9
IGL,Yes,2016-04-01,2016-09-28,39.76%,No,4,9
IGL,Yes,2016-04-04,2016-10-03,41.07%,No,4,10
IGL,Yes,2016-05-02,2016-11-01,50.23%,No,5,11
IGL,Yes,2016-06-01,2016-11-28,50.53%,No,6,11
IGL,Yes,2016-06-06,2016-12-05,43.84%,No,6,12
IGL,Yes,2016-07-01,2016-12-28,45.91%,No,7,12
IGL,Yes,2016-07-04,2017-01-02,50.41%,No,7,1
IGL,Yes,2016-08-01,2017-01-30,49.66%,No,8,1
IGL,Yes,2016-08-05,2017-02-01,46.33%,No,8,2
IGL,Yes,2016-09-01,2017-02-28,34.65%,No,9,2
IGL,Yes,2016-09-02,2017-03-01,34.54%,No,9,3
IGL,Yes,2016-10-03,2017-04-03,28.84%,No,10,4
IGL,Yes,2016-12-01,2017-05-30,26.82%,No,12,5
IGL,Yes,2017-01-16,2017-07-17,25.17%,No,1,7
IGL,Yes,2017-05-02,2017-10-30,52.86%,No,5,10
IGL,Yes,2018-11-29,2019-05-28,26.46%,No,11,5
IGL,Yes,2024-02-01,2024-07-30,26.00%,No,2,7
INDHOTEL,Yes,2015-11-30,2016-05-30,25.99%,No,11,5
INDHOTEL,Yes,2015-12-01,2016-05-30,25.59%,No,12,5
INDHOTEL,Yes,2016-02-17,2016-08-16,25.79%,No,2,8
