Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020
VMM,Yes,24/03/25,22/09/25,44.32%,No
VMM,Yes,25/03/25,22/09/25,43.95%,No
VMM,Yes,26/03/25,22/09/25,46.21%,No
VMM,Yes,27/03/25,23/09/25,43.10%,No
VMM,Yes,28/03/25,24/09/25,41.44%,No
VMM,Yes,01/04/25,29/09/25,41.63%,No
VMM,Yes,02/04/25,29/09/25,36.39%,No
VMM,Yes,03/04/25,30/09/25,36.17%,No
VMM,Yes,04/04/25,01/10/25,40.62%,No
VMM,Yes,07/04/25,06/10/25,46.97%,No
VMM,Yes,08/04/25,06/10/25,44.42%,No
VMM,Yes,09/04/25,06/10/25,46.36%,No
VMM,Yes,11/04/25,08/10/25,43.69%,No
VMM,Yes,15/04/25,13/10/25,37.57%,No
VMM,Yes,16/04/25,13/10/25,36.90%,No
VMM,Yes,17/04/25,14/10/25,34.08%,No
VMM,Yes,21/04/25,20/10/25,31.17%,No
VMM,Yes,22/04/25,20/10/25,31.40%,No
VMM,Yes,23/04/25,20/10/25,33.99%,No
VMM,Yes,24/04/25,21/10/25,33.88%,No
VMM,Yes,25/04/25,23/10/25,36.44%,No
VMM,Yes,28/04/25,27/10/25,37.58%,No
VMM,Yes,29/04/25,27/10/25,37.31%,No
POLICYBZR,Yes,29/09/22,28/03/23,27.20%,No
POLICYBZR,Yes,30/09/22,29/03/23,32.02%,No
POLICYBZR,Yes,03/10/22,03/04/23,32.81%,No
POLICYBZR,Yes,04/10/22,03/04/23,29.15%,No
POLICYBZR,Yes,11/10/22,10/04/23,26.08%,No
POLICYBZR,Yes,12/10/22,10/04/23,28.93%,No
POLICYBZR,Yes,13/10/22,11/04/23,31.84%,No
POLICYBZR,Yes,14/10/22,12/04/23,33.85%,No
POLICYBZR,Yes,17/10/22,17/04/23,39.61%,No
POLICYBZR,Yes,18/10/22,17/04/23,38.48%,No
POLICYBZR,Yes,19/10/22,17/04/23,39.40%,No
POLICYBZR,Yes,20/10/22,18/04/23,48.43%,No
POLICYBZR,Yes,21/10/22,19/04/23,53.50%,No
POLICYBZR,Yes,24/10/22,24/04/23,48.76%,No
POLICYBZR,Yes,25/10/22,24/04/23,52.71%,No
POLICYBZR,Yes,27/10/22,25/04/23,53.69%,No
POLICYBZR,Yes,28/10/22,26/04/23,47.17%,No
POLICYBZR,Yes,31/10/22,02/05/23,54.37%,No
POLICYBZR,Yes,01/11/22,02/05/23,52.13%,No
POLICYBZR,Yes,02/11/22,02/05/23,53.56%,No
POLICYBZR,Yes,03/11/22,02/05/23,56.40%,No
POLICYBZR,Yes,04/11/22,03/05/23,58.79%,No
POLICYBZR,Yes,07/11/22,08/05/23,59.27%,No
POLICYBZR,Yes,09/11/22,08/05/23,57.60%,No
POLICYBZR,Yes,10/11/22,09/05/23,63.27%,No
POLICYBZR,Yes,11/11/22,10/05/23,53.89%,No
POLICYBZR,Yes,14/11/22,15/05/23,54.41%,No
POLICYBZR,Yes,15/11/22,15/05/23,54.37%,No
POLICYBZR,Yes,16/11/22,15/05/23,58.79%,No
POLICYBZR,Yes,17/11/22,16/05/23,68.89%,No
POLICYBZR,Yes,18/11/22,17/05/23,58.19%,No
POLICYBZR,Yes,21/11/22,22/05/23,50.43%,No
POLICYBZR,Yes,22/11/22,22/05/23,54.41%,No
POLICYBZR,Yes,23/11/22,22/05/23,54.62%,No
POLICYBZR,Yes,24/11/22,23/05/23,43.41%,No
POLICYBZR,Yes,25/11/22,24/05/23,35.25%,No
POLICYBZR,Yes,28/11/22,29/05/23,33.51%,No
POLICYBZR,Yes,29/11/22,29/05/23,31.03%,No
POLICYBZR,Yes,30/11/22,29/05/23,33.23%,No
POLICYBZR,Yes,01/12/22,30/05/23,30.05%,No
POLICYBZR,Yes,02/12/22,31/05/23,25.46%,No
POLICYBZR,Yes,05/12/22,05/06/23,25.65%,No
POLICYBZR,Yes,06/12/22,05/06/23,31.06%,No
POLICYBZR,Yes,07/12/22,05/06/23,30.81%,No
POLICYBZR,Yes,08/12/22,06/06/23,29.50%,No
POLICYBZR,Yes,09/12/22,07/06/23,37.90%,No
POLICYBZR,Yes,12/12/22,12/06/23,33.36%,No
POLICYBZR,Yes,13/12/22,12/06/23,32.68%,No
POLICYBZR,Yes,14/12/22,12/06/23,31.04%,No
POLICYBZR,Yes,15/12/22,13/06/23,40.52%,No
POLICYBZR,Yes,16/12/22,14/06/23,37.47%,No
POLICYBZR,Yes,19/12/22,19/06/23,36.22%,No
POLICYBZR,Yes,20/12/22,19/06/23,38.69%,No
POLICYBZR,Yes,21/12/22,19/06/23,43.77%,No
POLICYBZR,Yes,22/12/22,20/06/23,46.42%,No
POLICYBZR,Yes,23/12/22,21/06/23,51.06%,No
POLICYBZR,Yes,26/12/22,26/06/23,52.88%,No
POLICYBZR,Yes,27/12/22,26/06/23,50.20%,No
POLICYBZR,Yes,28/12/22,26/06/23,51.65%,No
POLICYBZR,Yes,29/12/22,27/06/23,57.89%,No
POLICYBZR,Yes,30/12/22,28/06/23,54.61%,No
POLICYBZR,Yes,02/01/23,03/07/23,52.33%,No
POLICYBZR,Yes,03/01/23,03/07/23,51.76%,No
POLICYBZR,Yes,04/01/23,03/07/23,52.18%,No
POLICYBZR,Yes,05/01/23,04/07/23,48.61%,No
POLICYBZR,Yes,06/01/23,05/07/23,50.15%,No
POLICYBZR,Yes,09/01/23,10/07/23,50.29%,No
POLICYBZR,Yes,10/01/23,10/07/23,50.31%,No
POLICYBZR,Yes,11/01/23,10/07/23,49.78%,No
POLICYBZR,Yes,12/01/23,11/07/23,49.50%,No
POLICYBZR,Yes,13/01/23,12/07/23,58.17%,No
POLICYBZR,Yes,16/01/23,17/07/23,64.45%,No
POLICYBZR,Yes,17/01/23,17/07/23,67.75%,No
POLICYBZR,Yes,18/01/23,17/07/23,66.60%,No
POLICYBZR,Yes,19/01/23,18/07/23,67.97%,No
POLICYBZR,Yes,20/01/23,19/07/23,71.54%,No
POLICYBZR,Yes,23/01/23,24/07/23,77.54%,No
POLICYBZR,Yes,24/01/23,24/07/23,77.07%,No
POLICYBZR,Yes,25/01/23,24/07/23,83.48%,No
POLICYBZR,Yes,27/01/23,26/07/23,77.40%,No
POLICYBZR,Yes,30/01/23,31/07/23,74.01%,No
POLICYBZR,Yes,31/01/23,31/07/23,70.70%,No
POLICYBZR,Yes,01/02/23,31/07/23,81.77%,No
POLICYBZR,Yes,02/02/23,01/08/23,81.49%,No
POLICYBZR,Yes,03/02/23,02/08/23,74.53%,No
POLICYBZR,Yes,06/02/23,07/08/23,80.52%,No
POLICYBZR,Yes,07/02/23,07/08/23,76.78%,No
POLICYBZR,Yes,08/02/23,07/08/23,65.68%,No
POLICYBZR,Yes,09/02/23,08/08/23,48.96%,No
POLICYBZR,Yes,10/02/23,09/08/23,41.62%,No
POLICYBZR,Yes,13/02/23,14/08/23,38.99%,No
POLICYBZR,Yes,14/02/23,14/08/23,45.43%,No
POLICYBZR,Yes,15/02/23,14/08/23,47.31%,No
POLICYBZR,Yes,16/02/23,16/08/23,43.72%,No
POLICYBZR,Yes,17/02/23,16/08/23,48.23%,No
POLICYBZR,Yes,20/02/23,21/08/23,47.06%,No
POLICYBZR,Yes,21/02/23,21/08/23,44.80%,No
POLICYBZR,Yes,22/02/23,21/08/23,39.67%,No
POLICYBZR,Yes,23/02/23,22/08/23,37.70%,No
POLICYBZR,Yes,24/02/23,23/08/23,28.56%,No
POLICYBZR,Yes,27/02/23,28/08/23,37.22%,No
POLICYBZR,Yes,28/02/23,28/08/23,35.05%,No
POLICYBZR,Yes,01/03/23,28/08/23,31.18%,No
POLICYBZR,Yes,02/03/23,29/08/23,35.65%,No
POLICYBZR,Yes,03/03/23,30/08/23,29.55%,No
POLICYBZR,Yes,06/03/23,04/09/23,27.47%,No
POLICYBZR,Yes,08/03/23,04/09/23,32.74%,No
POLICYBZR,Yes,09/03/23,05/09/23,33.52%,No
POLICYBZR,Yes,10/03/23,06/09/23,32.91%,No
POLICYBZR,Yes,13/03/23,11/09/23,40.41%,No
POLICYBZR,Yes,14/03/23,11/09/23,43.51%,No
POLICYBZR,Yes,15/03/23,11/09/23,41.11%,No
POLICYBZR,Yes,16/03/23,12/09/23,35.51%,No
POLICYBZR,Yes,17/03/23,13/09/23,28.75%,No
POLICYBZR,Yes,20/03/23,18/09/23,32.79%,No
POLICYBZR,Yes,21/03/23,18/09/23,31.14%,No
POLICYBZR,Yes,22/03/23,18/09/23,34.29%,No
POLICYBZR,Yes,23/03/23,20/09/23,31.91%,No
POLICYBZR,Yes,24/03/23,20/09/23,32.27%,No
POLICYBZR,Yes,27/03/23,25/09/23,27.82%,No
POLICYBZR,Yes,05/04/23,03/10/23,26.50%,No
POLICYBZR,Yes,06/04/23,03/10/23,28.12%,No
POLICYBZR,Yes,10/04/23,09/10/23,28.41%,No
POLICYBZR,Yes,11/04/23,09/10/23,26.88%,No
POLICYBZR,Yes,12/04/23,09/10/23,27.86%,No
POLICYBZR,Yes,13/04/23,10/10/23,29.00%,No
POLICYBZR,Yes,19/04/23,16/10/23,26.73%,No
POLICYBZR,Yes,20/04/23,17/10/23,27.26%,No
POLICYBZR,Yes,21/04/23,18/10/23,25.31%,No
POLICYBZR,Yes,15/05/23,13/11/23,25.12%,No
POLICYBZR,Yes,22/05/23,20/11/23,33.98%,No
POLICYBZR,Yes,23/05/23,20/11/23,33.88%,No
POLICYBZR,Yes,24/05/23,20/11/23,33.16%,No
POLICYBZR,Yes,25/05/23,21/11/23,31.17%,No
POLICYBZR,Yes,26/05/23,22/11/23,35.78%,No
POLICYBZR,Yes,29/05/23,28/11/23,35.81%,No
POLICYBZR,Yes,30/05/23,28/11/23,36.64%,No
POLICYBZR,Yes,31/05/23,28/11/23,35.19%,No
POLICYBZR,Yes,01/06/23,28/11/23,36.85%,No
POLICYBZR,Yes,02/06/23,29/11/23,36.75%,No
POLICYBZR,Yes,05/06/23,04/12/23,40.07%,No
POLICYBZR,Yes,06/06/23,04/12/23,34.64%,No
POLICYBZR,Yes,07/06/23,04/12/23,30.51%,No
POLICYBZR,Yes,08/06/23,05/12/23,30.79%,No
POLICYBZR,Yes,09/06/23,06/12/23,36.91%,No
POLICYBZR,Yes,12/06/23,11/12/23,32.53%,No
POLICYBZR,Yes,13/06/23,11/12/23,27.06%,No
POLICYBZR,Yes,14/06/23,11/12/23,26.93%,No
POLICYBZR,Yes,28/07/23,24/01/24,28.89%,No
POLICYBZR,Yes,03/08/23,30/01/24,26.02%,No
POLICYBZR,Yes,04/08/23,31/01/24,28.35%,No
POLICYBZR,Yes,08/08/23,05/02/24,26.91%,No
POLICYBZR,Yes,09/08/23,05/02/24,29.52%,No
POLICYBZR,Yes,11/08/23,07/02/24,25.84%,No
POLICYBZR,Yes,14/08/23,12/02/24,28.53%,No
POLICYBZR,Yes,16/08/23,12/02/24,30.80%,No
POLICYBZR,Yes,17/08/23,13/02/24,30.67%,No
POLICYBZR,Yes,18/08/23,14/02/24,29.51%,No
POLICYBZR,Yes,21/08/23,19/02/24,38.77%,No
POLICYBZR,Yes,22/08/23,19/02/24,39.36%,No
POLICYBZR,Yes,23/08/23,19/02/24,34.97%,No
POLICYBZR,Yes,24/08/23,20/02/24,32.66%,No
POLICYBZR,Yes,25/08/23,21/02/24,29.95%,No
POLICYBZR,Yes,28/08/23,26/02/24,45.76%,No
POLICYBZR,Yes,29/08/23,26/02/24,44.22%,No
POLICYBZR,Yes,30/08/23,26/02/24,41.82%,No
POLICYBZR,Yes,31/08/23,27/02/24,46.58%,No
POLICYBZR,Yes,01/09/23,28/02/24,50.89%,No
POLICYBZR,Yes,04/09/23,04/03/24,45.78%,No
POLICYBZR,Yes,05/09/23,04/03/24,45.85%,No
POLICYBZR,Yes,06/09/23,04/03/24,43.71%,No
POLICYBZR,Yes,07/09/23,05/03/24,37.52%,No
POLICYBZR,Yes,08/09/23,06/03/24,33.62%,No
POLICYBZR,Yes,11/09/23,11/03/24,40.93%,No
POLICYBZR,Yes,12/09/23,11/03/24,42.33%,No
POLICYBZR,Yes,13/09/23,11/03/24,48.03%,No
POLICYBZR,Yes,14/09/23,12/03/24,46.66%,No
POLICYBZR,Yes,15/09/23,13/03/24,39.28%,No
POLICYBZR,Yes,18/09/23,18/03/24,46.90%,No
POLICYBZR,Yes,20/09/23,18/03/24,48.26%,No
POLICYBZR,Yes,21/09/23,19/03/24,44.40%,No
POLICYBZR,Yes,22/09/23,20/03/24,48.52%,No
POLICYBZR,Yes,25/09/23,26/03/24,54.06%,No
POLICYBZR,Yes,26/09/23,26/03/24,52.50%,No
POLICYBZR,Yes,27/09/23,26/03/24,53.94%,No
POLICYBZR,Yes,28/09/23,26/03/24,50.13%,No
POLICYBZR,Yes,29/09/23,27/03/24,44.69%,No
POLICYBZR,Yes,03/10/23,01/04/24,54.16%,No
POLICYBZR,Yes,04/10/23,01/04/24,54.50%,No
POLICYBZR,Yes,05/10/23,02/04/24,52.26%,No
POLICYBZR,Yes,06/10/23,03/04/24,56.28%,No
POLICYBZR,Yes,09/10/23,08/04/24,69.76%,No
POLICYBZR,Yes,10/10/23,08/04/24,70.70%,No
POLICYBZR,Yes,11/10/23,08/04/24,71.86%,No
POLICYBZR,Yes,12/10/23,09/04/24,77.55%,No
POLICYBZR,Yes,13/10/23,10/04/24,80.29%,No
POLICYBZR,Yes,16/10/23,15/04/24,66.39%,No
POLICYBZR,Yes,17/10/23,15/04/24,65.01%,No
POLICYBZR,Yes,18/10/23,15/04/24,65.19%,No
POLICYBZR,Yes,19/10/23,16/04/24,67.19%,No
POLICYBZR,Yes,20/10/23,18/04/24,67.67%,No
POLICYBZR,Yes,23/10/23,22/04/24,71.57%,No
POLICYBZR,Yes,25/10/23,22/04/24,72.68%,No
POLICYBZR,Yes,26/10/23,23/04/24,77.26%,No
POLICYBZR,Yes,27/10/23,24/04/24,83.65%,No
POLICYBZR,Yes,30/10/23,29/04/24,75.36%,No
POLICYBZR,Yes,31/10/23,29/04/24,76.77%,No
POLICYBZR,Yes,01/11/23,29/04/24,76.31%,No
POLICYBZR,Yes,02/11/23,30/04/24,80.79%,No
POLICYBZR,Yes,03/11/23,02/05/24,84.05%,No
POLICYBZR,Yes,06/11/23,06/05/24,77.04%,No
POLICYBZR,Yes,07/11/23,06/05/24,79.56%,No
POLICYBZR,Yes,08/11/23,06/05/24,76.66%,No
POLICYBZR,Yes,09/11/23,07/05/24,70.12%,No
POLICYBZR,Yes,10/11/23,08/05/24,66.57%,No
POLICYBZR,Yes,13/11/23,13/05/24,66.22%,No
POLICYBZR,Yes,15/11/23,13/05/24,63.02%,No
POLICYBZR,Yes,16/11/23,14/05/24,56.83%,No
POLICYBZR,Yes,17/11/23,15/05/24,58.42%,No
POLICYBZR,Yes,20/11/23,21/05/24,55.08%,No
POLICYBZR,Yes,21/11/23,21/05/24,57.47%,No
POLICYBZR,Yes,22/11/23,21/05/24,56.60%,No
POLICYBZR,Yes,23/11/23,21/05/24,60.04%,No
POLICYBZR,Yes,24/11/23,22/05/24,57.12%,No
POLICYBZR,Yes,28/11/23,27/05/24,52.86%,No
POLICYBZR,Yes,29/11/23,27/05/24,54.15%,No
POLICYBZR,Yes,30/11/23,28/05/24,44.27%,No
POLICYBZR,Yes,01/12/23,29/05/24,37.04%,No
POLICYBZR,Yes,04/12/23,03/06/24,52.91%,No
POLICYBZR,Yes,05/12/23,03/06/24,56.31%,No
POLICYBZR,Yes,06/12/23,03/06/24,52.28%,No
POLICYBZR,Yes,07/12/23,04/06/24,48.29%,No
POLICYBZR,Yes,08/12/23,05/06/24,57.94%,No
POLICYBZR,Yes,11/12/23,10/06/24,59.91%,No
POLICYBZR,Yes,12/12/23,10/06/24,62.07%,No
POLICYBZR,Yes,13/12/23,10/06/24,62.71%,No
POLICYBZR,Yes,14/12/23,11/06/24,60.74%,No
POLICYBZR,Yes,15/12/23,12/06/24,66.16%,No
POLICYBZR,Yes,18/12/23,18/06/24,70.46%,No
POLICYBZR,Yes,19/12/23,18/06/24,70.68%,No
POLICYBZR,Yes,20/12/23,18/06/24,80.43%,No
POLICYBZR,Yes,21/12/23,18/06/24,79.32%,No
POLICYBZR,Yes,22/12/23,19/06/24,75.11%,No
POLICYBZR,Yes,26/12/23,24/06/24,62.54%,No
POLICYBZR,Yes,27/12/23,24/06/24,63.88%,No
POLICYBZR,Yes,28/12/23,25/06/24,69.14%,No
POLICYBZR,Yes,29/12/23,26/06/24,69.28%,No
POLICYBZR,Yes,01/01/24,01/07/24,89.43%,No
POLICYBZR,Yes,02/01/24,01/07/24,92.39%,No
POLICYBZR,Yes,03/01/24,01/07/24,93.85%,No
POLICYBZR,Yes,04/01/24,02/07/24,89.54%,No
POLICYBZR,Yes,05/01/24,03/07/24,83.12%,No
POLICYBZR,Yes,08/01/24,08/07/24,73.62%,No
POLICYBZR,Yes,09/01/24,08/07/24,71.59%,No
POLICYBZR,Yes,10/01/24,08/07/24,70.37%,No
POLICYBZR,Yes,11/01/24,09/07/24,70.99%,No
POLICYBZR,Yes,12/01/24,10/07/24,66.73%,No
POLICYBZR,Yes,15/01/24,15/07/24,69.34%,No
POLICYBZR,Yes,16/01/24,15/07/24,63.62%,No
POLICYBZR,Yes,17/01/24,15/07/24,64.14%,No
POLICYBZR,Yes,18/01/24,16/07/24,64.85%,No
POLICYBZR,Yes,19/01/24,18/07/24,62.16%,No
POLICYBZR,Yes,23/01/24,22/07/24,70.40%,No
POLICYBZR,Yes,24/01/24,22/07/24,58.82%,No
POLICYBZR,Yes,25/01/24,23/07/24,63.29%,No
POLICYBZR,Yes,29/01/24,29/07/24,65.90%,No
POLICYBZR,Yes,30/01/24,29/07/24,64.23%,No
POLICYBZR,Yes,31/01/24,29/07/24,48.97%,No
POLICYBZR,Yes,01/02/24,30/07/24,45.94%,No
POLICYBZR,Yes,02/02/24,31/07/24,48.08%,No
POLICYBZR,Yes,05/02/24,05/08/24,52.74%,No
POLICYBZR,Yes,06/02/24,05/08/24,62.07%,No
POLICYBZR,Yes,07/02/24,05/08/24,60.97%,No
POLICYBZR,Yes,08/02/24,06/08/24,56.07%,No
POLICYBZR,Yes,09/02/24,07/08/24,62.11%,No
POLICYBZR,Yes,12/02/24,12/08/24,51.93%,No
POLICYBZR,Yes,13/02/24,12/08/24,53.90%,No
POLICYBZR,Yes,14/02/24,12/08/24,51.72%,No
POLICYBZR,Yes,15/02/24,13/08/24,57.85%,No
POLICYBZR,Yes,16/02/24,14/08/24,69.02%,No
POLICYBZR,Yes,19/02/24,19/08/24,65.11%,No
POLICYBZR,Yes,20/02/24,19/08/24,65.88%,No
POLICYBZR,Yes,21/02/24,19/08/24,68.98%,No
POLICYBZR,Yes,22/02/24,20/08/24,62.59%,No
POLICYBZR,Yes,23/02/24,21/08/24,64.26%,No
POLICYBZR,Yes,26/02/24,26/08/24,65.57%,No
POLICYBZR,Yes,27/02/24,26/08/24,60.23%,No
POLICYBZR,Yes,28/02/24,26/08/24,56.61%,No
POLICYBZR,Yes,29/02/24,27/08/24,52.30%,No
POLICYBZR,Yes,01/03/24,28/08/24,55.20%,No
POLICYBZR,Yes,04/03/24,02/09/24,58.18%,No
POLICYBZR,Yes,05/03/24,02/09/24,64.78%,No
POLICYBZR,Yes,06/03/24,02/09/24,63.82%,No
POLICYBZR,Yes,07/03/24,03/09/24,56.04%,No
POLICYBZR,Yes,11/03/24,09/09/24,55.17%,No
POLICYBZR,Yes,12/03/24,09/09/24,54.90%,No
POLICYBZR,Yes,13/03/24,09/09/24,61.87%,No
POLICYBZR,Yes,14/03/24,10/09/24,53.33%,No
POLICYBZR,Yes,15/03/24,11/09/24,62.09%,No
POLICYBZR,Yes,18/03/24,16/09/24,58.36%,No
POLICYBZR,Yes,19/03/24,16/09/24,63.59%,No
POLICYBZR,Yes,20/03/24,16/09/24,61.30%,No
POLICYBZR,Yes,21/03/24,17/09/24,62.23%,No
POLICYBZR,Yes,22/03/24,18/09/24,56.72%,No
POLICYBZR,Yes,26/03/24,23/09/24,67.94%,No
POLICYBZR,Yes,27/03/24,23/09/24,73.44%,No
POLICYBZR,Yes,28/03/24,24/09/24,63.55%,No
POLICYBZR,Yes,01/04/24,30/09/24,38.20%,No
POLICYBZR,Yes,02/04/24,30/09/24,38.72%,No
POLICYBZR,Yes,03/04/24,30/09/24,36.05%,No
POLICYBZR,Yes,04/04/24,01/10/24,40.55%,No
POLICYBZR,Yes,05/04/24,03/10/24,33.53%,No
POLICYBZR,Yes,08/04/24,07/10/24,31.55%,No
POLICYBZR,Yes,09/04/24,07/10/24,29.75%,No
POLICYBZR,Yes,10/04/24,07/10/24,26.97%,No
POLICYBZR,Yes,12/04/24,09/10/24,30.93%,No
POLICYBZR,Yes,15/04/24,14/10/24,34.49%,No
POLICYBZR,Yes,16/04/24,14/10/24,34.35%,No
POLICYBZR,Yes,18/04/24,15/10/24,38.01%,No
POLICYBZR,Yes,19/04/24,16/10/24,42.35%,No
POLICYBZR,Yes,22/04/24,21/10/24,39.46%,No
POLICYBZR,Yes,23/04/24,21/10/24,40.64%,No
POLICYBZR,Yes,24/04/24,21/10/24,36.50%,No
POLICYBZR,Yes,25/04/24,22/10/24,28.39%,No
POLICYBZR,Yes,26/04/24,23/10/24,30.42%,No
POLICYBZR,Yes,29/04/24,28/10/24,34.17%,No
POLICYBZR,Yes,30/04/24,28/10/24,31.38%,No
POLICYBZR,Yes,02/05/24,29/10/24,31.95%,No
POLICYBZR,Yes,03/05/24,30/10/24,31.65%,No
POLICYBZR,Yes,06/05/24,04/11/24,33.64%,No
POLICYBZR,Yes,07/05/24,04/11/24,37.84%,No
POLICYBZR,Yes,08/05/24,04/11/24,37.87%,No
POLICYBZR,Yes,09/05/24,05/11/24,33.12%,No
POLICYBZR,Yes,10/05/24,06/11/24,38.35%,No
POLICYBZR,Yes,13/05/24,11/11/24,33.69%,No
POLICYBZR,Yes,14/05/24,11/11/24,35.55%,No
POLICYBZR,Yes,15/05/24,11/11/24,31.05%,No
POLICYBZR,Yes,16/05/24,12/11/24,25.92%,No
POLICYBZR,Yes,21/05/24,18/11/24,33.71%,No
POLICYBZR,Yes,22/05/24,18/11/24,32.95%,No
POLICYBZR,Yes,23/05/24,19/11/24,35.33%,No
POLICYBZR,Yes,24/05/24,21/11/24,35.22%,No
POLICYBZR,Yes,27/05/24,25/11/24,44.25%,No
POLICYBZR,Yes,28/05/24,25/11/24,50.29%,No
POLICYBZR,Yes,29/05/24,25/11/24,53.04%,No
POLICYBZR,Yes,30/05/24,26/11/24,55.53%,No
POLICYBZR,Yes,31/05/24,27/11/24,42.45%,No
POLICYBZR,Yes,03/06/24,02/12/24,51.40%,No
POLICYBZR,Yes,04/06/24,02/12/24,56.81%,No
POLICYBZR,Yes,05/06/24,02/12/24,50.39%,No
POLICYBZR,Yes,06/06/24,03/12/24,49.40%,No
POLICYBZR,Yes,07/06/24,04/12/24,55.15%,No
POLICYBZR,Yes,10/06/24,09/12/24,64.73%,No
POLICYBZR,Yes,11/06/24,09/12/24,64.00%,No
POLICYBZR,Yes,12/06/24,09/12/24,62.49%,No
POLICYBZR,Yes,13/06/24,10/12/24,65.02%,No
POLICYBZR,Yes,14/06/24,11/12/24,57.79%,No
POLICYBZR,Yes,18/06/24,16/12/24,54.47%,No
POLICYBZR,Yes,19/06/24,16/12/24,55.73%,No
POLICYBZR,Yes,20/06/24,17/12/24,57.45%,No
POLICYBZR,Yes,21/06/24,18/12/24,60.85%,No
POLICYBZR,Yes,24/06/24,23/12/24,64.69%,No
POLICYBZR,Yes,25/06/24,23/12/24,59.57%,No
POLICYBZR,Yes,26/06/24,23/12/24,57.33%,No
POLICYBZR,Yes,27/06/24,24/12/24,48.72%,No
POLICYBZR,Yes,28/06/24,26/12/24,45.80%,No
POLICYBZR,Yes,01/07/24,30/12/24,38.93%,No
POLICYBZR,Yes,02/07/24,30/12/24,41.88%,No
POLICYBZR,Yes,03/07/24,30/12/24,44.10%,No
POLICYBZR,Yes,04/07/24,31/12/24,48.48%,No
POLICYBZR,Yes,05/07/24,01/01/25,53.63%,No
POLICYBZR,Yes,08/07/24,06/01/25,50.26%,No
POLICYBZR,Yes,09/07/24,06/01/25,48.76%,No
POLICYBZR,Yes,10/07/24,06/01/25,49.23%,No
POLICYBZR,Yes,11/07/24,07/01/25,41.38%,No
POLICYBZR,Yes,12/07/24,08/01/25,36.79%,No
POLICYBZR,Yes,20/02/25,19/08/25,26.83%,No
POLICYBZR,Yes,25/02/25,25/08/25,26.33%,No
POLICYBZR,Yes,03/03/25,01/09/25,25.11%,No
POLICYBZR,Yes,04/03/25,01/09/25,28.47%,No
POLICYBZR,Yes,05/03/25,01/09/25,28.85%,No
POLICYBZR,Yes,06/03/25,02/09/25,29.83%,No
POLICYBZR,Yes,07/03/25,03/09/25,30.93%,No
POLICYBZR,Yes,10/03/25,08/09/25,25.33%,No
POLICYBZR,Yes,12/03/25,08/09/25,27.08%,No
POLICYBZR,Yes,13/03/25,09/09/25,35.70%,No
POLICYBZR,Yes,17/03/25,15/09/25,33.37%,No
POLICYBZR,Yes,18/03/25,15/09/25,33.37%,No
TECHM,Yes,29/05/17,27/11/17,34.55%,No
TECHM,Yes,30/05/17,27/11/17,31.48%,No
TECHM,Yes,31/05/17,27/11/17,30.91%,No
TECHM,Yes,01/06/17,28/11/17,28.62%,No
TECHM,Yes,02/06/17,29/11/17,27.20%,No
TECHM,Yes,12/06/17,11/12/17,28.99%,No
TECHM,Yes,13/06/17,11/12/17,30.27%,No
TECHM,Yes,14/06/17,11/12/17,29.19%,No
TECHM,Yes,15/06/17,12/12/17,30.33%,No
TECHM,Yes,16/06/17,13/12/17,32.08%,No
TECHM,Yes,19/06/17,18/12/17,29.85%,No
TECHM,Yes,20/06/17,18/12/17,28.23%,No
TECHM,Yes,21/06/17,18/12/17,29.35%,No
TECHM,Yes,22/06/17,19/12/17,31.04%,No
TECHM,Yes,23/06/17,20/12/17,32.55%,No
TECHM,Yes,27/06/17,26/12/17,32.88%,No
TECHM,Yes,28/06/17,26/12/17,28.76%,No
TECHM,Yes,29/06/17,26/12/17,29.89%,No
TECHM,Yes,30/06/17,27/12/17,34.79%,No
TECHM,Yes,03/07/17,01/01/18,35.08%,No
TECHM,Yes,04/07/17,01/01/18,36.35%,No
TECHM,Yes,05/07/17,01/01/18,36.55%,No
TECHM,Yes,06/07/17,02/01/18,39.81%,No
TECHM,Yes,07/07/17,03/01/18,39.93%,No
TECHM,Yes,10/07/17,08/01/18,42.93%,No
TECHM,Yes,11/07/17,08/01/18,42.52%,No
TECHM,Yes,12/07/17,08/01/18,41.75%,No
TECHM,Yes,13/07/17,09/01/18,40.39%,No
TECHM,Yes,14/07/17,10/01/18,42.67%,No
TECHM,Yes,17/07/17,15/01/18,42.05%,No
TECHM,Yes,18/07/17,15/01/18,42.25%,No
TECHM,Yes,19/07/17,15/01/18,40.29%,No
TECHM,Yes,20/07/17,16/01/18,45.81%,No
TECHM,Yes,21/07/17,17/01/18,43.91%,No
TECHM,Yes,24/07/17,22/01/18,46.09%,No
TECHM,Yes,25/07/17,22/01/18,49.06%,No
TECHM,Yes,26/07/17,22/01/18,49.73%,No
TECHM,Yes,27/07/17,23/01/18,55.93%,No
TECHM,Yes,28/07/17,24/01/18,58.18%,No
TECHM,Yes,31/07/17,29/01/18,56.74%,No
TECHM,Yes,01/08/17,29/01/18,50.28%,No
TECHM,Yes,02/08/17,29/01/18,50.43%,No
TECHM,Yes,03/08/17,30/01/18,48.09%,No
TECHM,Yes,04/08/17,31/01/18,49.79%,No
TECHM,Yes,07/08/17,05/02/18,54.80%,No
TECHM,Yes,08/08/17,05/02/18,57.95%,No
